pwsid,pwsname,fips,location_state_name,location_state_abbrev,primacytype,primacyagency,eparegion,primarysource,populationservedcount,serviceconnectionscount,pwstype
"IL0970840","LAKE VILLA",17097,"Illinois","IL","State","Illinois","Region 5","Ground water",6791,1967,"Community water system"
"IL0970850","LAKE ZURICH",17097,"Illinois","IL","State","Illinois","Region 5","Ground water",19984,6704,"Community water system"
"IL0970900","LIBERTYVILLE",17097,"Illinois","IL","State","Illinois","Region 5","Surface water purchased",20315,6956,"Community water system"
"IL0970950","LINCOLNSHIRE",17097,"Illinois","IL","State","Illinois","Region 5","Surface water purchased",7275,2474,"Community water system"
"IL0971000","LINDENHURST",17097,"Illinois","IL","State","Illinois","Region 5","Ground water",14462,4971,"Community water system"
"IL0971080","LAKE BARRINGTON",17097,"Illinois","IL","State","Illinois","Region 5","Ground water",800,88,"Community water system"
"IL0971100","PROVIDENCE AT PAINTED LAKES",17097,"Illinois","IL","State","Illinois","Region 5","Ground water",1650,553,"Community water system"
"IL0971150","MUNDELEIN",17097,"Illinois","IL","State","Illinois","Region 5","Surface water purchased",31064,10487,"Community water system"
"IL0971220","BEACH PARK NO.2",17097,"Illinois","IL","State","Illinois","Region 5","Surface water purchased",3435,1145,"Community water system"
"IL0971250","NORTH CHICAGO",17097,"Illinois","IL","State","Illinois","Region 5","Surface water",16813,4115,"Community water system"
"IL0971400","PARK CITY",17007,"Illinois","IL","State","Illinois","Region 5","Surface water purchased",7570,525,"Community water system"
"IL0971450","RIVERWOODS",17097,"Illinois","IL","State","Illinois","Region 5","Surface water purchased",3660,822,"Community water system"
"IL0971500","ROUND LAKE",17097,"Illinois","IL","State","Illinois","Region 5","Surface water purchased",18289,5184,"Community water system"
"IL0971550","ROUND LAKE BEACH",17097,"Illinois","IL","State","Illinois","Region 5","Surface water purchased",28845,8608,"Community water system"
"IL0971600","ROUND LAKE PARK",17097,"Illinois","IL","State","Illinois","Region 5","Surface water purchased",4800,1376,"Community water system"
"IL0971750","VERNON HILLS - LAKE CO PW",17097,"Illinois","IL","State","Illinois","Region 5","Surface water purchased",28539,9513,"Community water system"
"IL0971770","VOLO",17097,"Illinois","IL","State","Illinois","Region 5","Ground water",3100,978,"Community water system"
"IL0971850","WAUCONDA",17097,"Illinois","IL","State","Illinois","Region 5","Ground water",13603,5766,"Community water system"
"IL0971900","WAUKEGAN",17097,"Illinois","IL","State","Illinois","Region 5","Surface water",89078,22000,"Community water system"
"IL0971950","WINTHROP HARBOR",17097,"Illinois","IL","State","Illinois","Region 5","Surface water purchased",6700,2172,"Community water system"
"IL0972000","ZION",17097,"Illinois","IL","State","Illinois","Region 5","Surface water purchased",24413,7077,"Community water system"
"IL0974080","BARRINGTON",17031,"Illinois","IL","State","Illinois","Region 5","Ground water",10500,4464,"Community water system"
"IL0974340","DEERFIELD",17097,"Illinois","IL","State","Illinois","Region 5","Surface water purchased",18225,6299,"Community water system"
"IL0974540","ISLAND LAKE",17097,"Illinois","IL","State","Illinois","Region 5","Ground water",7685,2928,"Community water system"
"IL0975010","TOWER LAKES",17097,"Illinois","IL","State","Illinois","Region 5","Ground water",1350,392,"Community water system"
"IL0975040","AQUA ILLINOIS-HAWTHORN WOODS",17097,"Illinois","IL","State","Illinois","Region 5","Ground water",1135,486,"Community water system"
"IL0975200","COUNTRYSIDE LAKE SUBDIVISION -LAKE CO PW",17097,"Illinois","IL","State","Illinois","Region 5","Ground water",1191,397,"Community water system"
"IL0975227","GREAT LAKES NAVAL TRAINING STATION",17099,"Illinois","IL","State","Illinois","Region 5","Surface water",21253,1121,"Community water system"
"IL0975345","LAKE VIEW MHP",17097,"Illinois","IL","State","Illinois","Region 5","Surface water purchased",665,191,"Community water system"
"IL0975460","LCPW-KNOLLWOOD PWS",17097,"Illinois","IL","State","Illinois","Region 5","Surface water purchased",6078,2026,"Community water system"
"IL0975520","LAKE BARRINGTON SHORES SUBDIVSION",17097,"Illinois","IL","State","Illinois","Region 5","Ground water",2360,363,"Community water system"
"IL0975550","FOX LAKE HILLS SUBDIVISION - LAKE CO PW",17097,"Illinois","IL","State","Illinois","Region 5","Ground water",2544,848,"Community water system"
"IL0975575","PARK CITY MHP",17097,"Illinois","IL","State","Illinois","Region 5","Surface water purchased",2152,621,"Community water system"
"IL0975600","GRANDWOOD PARK SUBDIVISION - LAKE CO PW",17097,"Illinois","IL","State","Illinois","Region 5","Ground water",5379,1810,"Community water system"
"IL0975615","SHORELINE TRC MHP",17097,"Illinois","IL","State","Illinois","Region 5","Surface water purchased",504,149,"Community water system"
"IL0975620","UTL INC-HARBOR RIDGE UTILITES, INC.",17097,"Illinois","IL","State","Illinois","Region 5","Ground water",897,299,"Community water system"
"IL0975780","FOX LAKE PLANT 2",17097,"Illinois","IL","State","Illinois","Region 5","Ground water",3100,987,"Community water system"
"IL0975900","LCPW - PEKARA SUBDIVISION",17097,"Illinois","IL","State","Illinois","Region 5","Ground water",3675,1225,"Community water system"
"IL0977350","WILDWOOD SUBDIVISION - LAKE CO PW",17097,"Illinois","IL","State","Illinois","Region 5","Surface water purchased",13737,4579,"Community water system"
"IL0977370","WEST SHORE PARK SUBDIVISION",17097,"Illinois","IL","State","Illinois","Region 5","Ground water",590,173,"Community water system"
"IL0990150","EARLVILLE",17099,"Illinois","IL","State","Illinois","Region 5","Ground water",1800,750,"Community water system"
"IL0990200","GRAND RIDGE",17099,"Illinois","IL","State","Illinois","Region 5","Ground water",560,249,"Community water system"
"IL0990300","LA SALLE",17099,"Illinois","IL","State","Illinois","Region 5","Ground water",9700,3993,"Community water system"
"IL0990350","LELAND",17037,"Illinois","IL","State","Illinois","Region 5","Ground water",970,380,"Community water system"
"IL0990500","MARSEILLES",17099,"Illinois","IL","State","Illinois","Region 5","Ground water",4800,1957,"Community water system"
"IL0990550","MENDOTA",17099,"Illinois","IL","State","Illinois","Region 5","Ground water",7200,2628,"Community water system"
"IL0990600","NAPLATE",17099,"Illinois","IL","State","Illinois","Region 5","Ground water",620,246,"Community water system"
"IL0990650","NORTH UTICA",17099,"Illinois","IL","State","Illinois","Region 5","Ground water",1105,495,"Community water system"
"IL0990700","OGLESBY",17099,"Illinois","IL","State","Illinois","Region 5","Ground water",4000,1800,"Community water system"
"IL0990800","OTTAWA",17099,"Illinois","IL","State","Illinois","Region 5","Ground water",18307,7673,"Community water system"
"IL0990850","PERU",17099,"Illinois","IL","State","Illinois","Region 5","Ground water",11000,4611,"Community water system"
"IL0991050","SENECA",17099,"Illinois","IL","State","Illinois","Region 5","Ground water",2371,898,"Community water system"
"IL0991150","TONICA",17099,"Illinois","IL","State","Illinois","Region 5","Ground water",720,324,"Community water system"
"IL0995030","IL AMERICAN-STREATOR",17105,"Illinois","IL","State","Illinois","Region 5","Surface water",17989,7975,"Community water system"
"IL0995200","UTL INC-LAKE HOLIDAY",17099,"Illinois","IL","State","Illinois","Region 5","Ground water",6479,1852,"Community water system"
"IL0995265","WILDWOOD COMMUNITIES",17099,"Illinois","IL","State","Illinois","Region 5","Ground water",1001,379,"Community water system"
"IL0995840","SHERIDAN CORRECTIONAL CENTER",17099,"Illinois","IL","State","Illinois","Region 5","Ground water",1300,1,"Community water system"
"IL1010020","SOUTH LAWRENCE WATER CORP",17101,"Illinois","IL","State","Illinois","Region 5","Ground water purchased",1144,440,"Community water system"
"IL1010100","BRIDGEPORT",17101,"Illinois","IL","State","Illinois","Region 5","Ground water",2734,1200,"Community water system"
"IL1010150","LAWRENCEVILLE",17101,"Illinois","IL","State","Illinois","Region 5","Ground water",4665,1987,"Community water system"
"IL1010250","ST FRANCISVILLE",17101,"Illinois","IL","State","Illinois","Region 5","Ground water",710,302,"Community water system"
"IL1010300","SUMNER",17101,"Illinois","IL","State","Illinois","Region 5","Ground water purchased",1108,452,"Community water system"
"IL1015300","BIRDS PINKSTAFF WATER DISTRICT",17101,"Illinois","IL","State","Illinois","Region 5","Ground water purchased",780,300,"Community water system"
"IL1015350","PETROLIA PWD",17101,"Illinois","IL","State","Illinois","Region 5","Ground water purchased",1352,520,"Community water system"
"IL1030050","AMBOY",17103,"Illinois","IL","State","Illinois","Region 5","Ground water",2700,977,"Community water system"
"IL1030100","ASHTON",17103,"Illinois","IL","State","Illinois","Region 5","Ground water",1142,451,"Community water system"
"IL1030200","DIXON",17103,"Illinois","IL","State","Illinois","Region 5","Ground water",16100,5480,"Community water system"
"IL1030250","FRANKLIN GROVE",17103,"Illinois","IL","State","Illinois","Region 5","Ground water",1100,376,"Community water system"
"IL1030400","PAW PAW",17103,"Illinois","IL","State","Illinois","Region 5","Ground water",890,390,"Community water system"
"IL1035100","WOODHAVEN",17103,"Illinois","IL","State","Illinois","Region 5","Ground water",4100,6197,"Community water system"
"IL1035500","DIXON CORRECTIONAL CENTER",17103,"Illinois","IL","State","Illinois","Region 5","Ground water",2200,52,"Community water system"
"IL1050100","CHATSWORTH",17105,"Illinois","IL","State","Illinois","Region 5","Ground water",1256,611,"Community water system"
"IL1050150","CORNELL",17105,"Illinois","IL","State","Illinois","Region 5","Ground water",500,245,"Community water system"
"IL1050200","CULLOM",17105,"Illinois","IL","State","Illinois","Region 5","Ground water",563,274,"Community water system"
"IL1050250","DWIGHT",17105,"Illinois","IL","State","Illinois","Region 5","Ground water",4260,2141,"Community water system"
"IL1050350","FAIRBURY",17105,"Illinois","IL","State","Illinois","Region 5","Ground water",3964,1649,"Community water system"
"IL1050400","FLANAGAN",17105,"Illinois","IL","State","Illinois","Region 5","Ground water",1110,460,"Community water system"
"IL1050450","FORREST",17105,"Illinois","IL","State","Illinois","Region 5","Ground water",1225,513,"Community water system"
"IL1050550","ODELL",17105,"Illinois","IL","State","Illinois","Region 5","Ground water",1014,460,"Community water system"
"IL1055030","IL AMERICAN-PONTIAC",17105,"Illinois","IL","State","Illinois","Region 5","Surface water",11864,4460,"Community water system"
"IL1070050","ATLANTA",17107,"Illinois","IL","State","Illinois","Region 5","Ground water",1692,768,"Community water system"
"IL1070150","ELKHART",17107,"Illinois","IL","State","Illinois","Region 5","Ground water",500,211,"Community water system"
"IL1070400","MOUNT PULASKI",17107,"Illinois","IL","State","Illinois","Region 5","Ground water",1566,850,"Community water system"
"IL1075030","IL AMERICAN-LINCOLN",17107,"Illinois","IL","State","Illinois","Region 5","Ground water",15200,5890,"Community water system"
"IL1075450","LINCOLN CORRECTIONAL CENTER",17107,"Illinois","IL","State","Illinois","Region 5","Ground water purchased",1320,23,"Community water system"
"IL1090030","WEST PRAIRIE WATER CO-OP",17109,"Illinois","IL","State","Illinois","Region 5","Ground water purchased",1542,593,"Community water system"
"IL1090100","BLANDINSVILLE",17109,"Illinois","IL","State","Illinois","Region 5","Surface water",775,390,"Community water system"
"IL1090150","BUSHNELL",17109,"Illinois","IL","State","Illinois","Region 5","Ground water",3300,1430,"Community water system"
"IL1090200","COLCHESTER",17109,"Illinois","IL","State","Illinois","Region 5","Surface water purchased",1401,740,"Community water system"
"IL1090300","INDUSTRY",17109,"Illinois","IL","State","Illinois","Region 5","Ground water purchased",1018,255,"Community water system"
"IL1090350","MACOMB",17109,"Illinois","IL","State","Illinois","Region 5","Surface water",15262,5766,"Community water system"
"IL1095510","WESTERN ILLINOIS UNIVERSITY",17109,"Illinois","IL","State","Illinois","Region 5","Surface water purchased",8000,38,"Community water system"
"IL1110050","ALGONQUIN",17089,"Illinois","IL","State","Illinois","Region 5","Ground water",30046,10769,"Community water system"
"IL1110080","IL AMERICAN-TERRA COTTA",17111,"Illinois","IL","State","Illinois","Region 5","Ground water",783,261,"Community water system"
"IL1110100","CARY",17111,"Illinois","IL","State","Illinois","Region 5","Ground water",18271,6300,"Community water system"
"IL1110150","CRYSTAL LAKE",17111,"Illinois","IL","State","Illinois","Region 5","Ground water",40743,13404,"Community water system"
"IL1110200","FOX RIVER GROVE",17111,"Illinois","IL","State","Illinois","Region 5","Ground water",4854,1526,"Community water system"
"IL1110250","HARVARD",17111,"Illinois","IL","State","Illinois","Region 5","Ground water",9447,2832,"Community water system"
"IL1110300","HEBRON",17111,"Illinois","IL","State","Illinois","Region 5","Ground water",1200,567,"Community water system"
"IL1110350","HUNTLEY",17089,"Illinois","IL","State","Illinois","Region 5","Ground water",24291,11888,"Community water system"
"IL1110400","LAKE IN THE HILLS",17111,"Illinois","IL","State","Illinois","Region 5","Ground water",28965,9423,"Community water system"
"IL1110600","MCHENRY",17111,"Illinois","IL","State","Illinois","Region 5","Ground water",22020,7474,"Community water system"
"IL1110650","MARENGO",17111,"Illinois","IL","State","Illinois","Region 5","Ground water",7648,2620,"Community water system"
